Timestamp,Vehicle1,Vehicle2,TTC,Distance,Severity
00:59.1,28,33,0.09,3.83,HIGH
00:59.1,28,44,2.75,28.86,LOW
00:59.1,3,44,2.28,13.98,LOW
00:59.1,42,47,1.59,17.80,MEDIUM
00:59.2,0,22,0.60,7.69,HIGH
00:59.2,0,42,1.05,17.92,MEDIUM
00:59.2,0,47,0.74,7.29,HIGH
00:59.2,15,30,0.84,8.49,HIGH
00:59.2,20,42,0.19,23.50,HIGH
00:59.2,22,42,1.63,25.59,MEDIUM
00:59.2,22,47,1.98,11.83,MEDIUM
00:59.2,23,3,0.88,6.33,HIGH
00:59.2,27,46,0.91,20.53,HIGH
00:59.2,28,44,2.76,27.85,LOW
00:59.2,3,44,2.08,13.37,LOW
00:59.2,42,47,1.57,16.89,MEDIUM
00:59.3,0,22,0.48,7.06,HIGH
00:59.3,0,42,0.94,17.08,HIGH
00:59.3,0,47,0.62,6.46,HIGH
00:59.3,15,30,0.72,7.49,HIGH
00:59.3,20,42,0.03,23.44,HIGH
00:59.3,22,42,1.63,24.14,MEDIUM
00:59.3,22,47,2.05,11.28,LOW
00:59.3,23,3,0.74,5.78,HIGH
00:59.3,27,46,0.80,18.31,HIGH
00:59.3,28,44,2.72,26.87,LOW
00:59.3,3,44,1.90,12.74,MEDIUM
00:59.3,42,47,1.56,16.02,MEDIUM
00:59.4,0,22,0.36,6.55,HIGH
00:59.4,0,42,0.82,16.33,HIGH
00:59.4,0,47,0.50,5.64,HIGH
00:59.4,12,23,2.97,15.74,LOW
00:59.4,15,30,0.61,6.47,HIGH
00:59.4,22,42,1.64,22.78,MEDIUM
00:59.4,22,47,2.11,10.77,LOW
00:59.4,23,3,0.62,5.23,HIGH
00:59.4,27,46,0.69,16.08,HIGH
00:59.4,28,44,2.73,25.92,LOW
00:59.4,3,44,1.73,12.09,MEDIUM
00:59.4,42,47,1.55,15.19,MEDIUM
00:59.5,0,22,0.23,6.18,HIGH
00:59.5,0,42,0.70,15.69,HIGH
00:59.5,0,47,0.38,4.83,HIGH
00:59.5,12,23,2.73,15.21,LOW
00:59.5,15,30,0.50,5.43,HIGH
00:59.5,22,42,1.66,21.51,MEDIUM
00:59.5,22,47,2.18,10.28,LOW
00:59.5,23,3,0.49,4.70,HIGH
00:59.5,27,46,0.59,13.85,HIGH
00:59.5,28,44,2.72,25.00,LOW
00:59.5,3,44,1.57,11.42,MEDIUM
00:59.5,42,47,1.55,14.40,MEDIUM
00:59.6,0,22,0.10,5.99,HIGH
00:59.6,0,42,0.56,15.16,HIGH
00:59.6,0,47,0.27,4.07,HIGH
00:59.6,12,23,2.51,14.67,LOW
00:59.6,15,30,0.40,4.47,HIGH
00:59.6,22,42,1.68,20.33,MEDIUM
00:59.6,22,47,2.22,9.82,LOW
00:59.6,23,3,0.38,4.21,HIGH
00:59.6,27,46,0.49,11.62,HIGH
00:59.6,28,44,2.70,24.11,LOW
00:59.6,3,44,1.43,10.73,MEDIUM
00:59.6,42,47,1.55,13.64,MEDIUM
00:59.7,0,42,0.42,14.75,HIGH
00:59.7,0,47,0.16,3.42,HIGH
00:59.7,12,23,2.34,14.12,LOW
00:59.7,15,30,0.30,3.71,HIGH
00:59.7,22,42,1.72,19.25,MEDIUM
00:59.7,22,47,2.32,9.47,LOW
00:59.7,23,3,0.27,3.77,HIGH
00:59.7,27,46,0.38,9.41,HIGH
00:59.7,28,44,2.70,23.24,LOW
00:59.7,3,44,1.29,10.03,MEDIUM
00:59.7,42,47,1.56,12.91,MEDIUM
00:59.8,0,42,0.28,14.46,HIGH
00:59.8,0,47,0.05,3.02,HIGH
00:59.8,12,23,2.13,13.56,LOW
00:59.8,15,30,0.19,3.14,HIGH
00:59.8,22,42,1.78,18.28,MEDIUM
00:59.8,22,47,2.43,9.19,LOW
00:59.8,23,3,0.17,3.44,HIGH
00:59.8,27,46,0.28,7.24,HIGH
00:59.8,28,44,2.68,22.41,LOW
00:59.8,3,44,1.17,9.33,MEDIUM
00:59.8,42,47,1.56,12.22,MEDIUM
00:59.9,0,42,0.13,14.31,HIGH
00:59.9,12,23,1.97,12.98,MEDIUM
00:59.9,15,30,0.08,2.93,HIGH
00:59.9,22,42,1.86,17.38,MEDIUM
00:59.9,22,47,2.50,8.93,LOW
00:59.9,23,3,0.06,3.24,HIGH
00:59.9,27,46,0.17,5.22,HIGH
00:59.9,28,3,1.89,29.77,MEDIUM
00:59.9,28,44,2.70,21.61,LOW
00:59.9,3,44,1.04,8.61,MEDIUM
00:59.9,42,47,1.58,11.56,MEDIUM
01:00.0,12,23,1.81,12.44,MEDIUM
01:00.0,12,44,2.97,19.75,LOW
01:00.0,22,42,1.97,16.57,MEDIUM
01:00.0,22,47,2.42,8.67,LOW
01:00.0,25,45,1.39,29.17,MEDIUM
01:00.0,27,46,0.07,3.64,HIGH
01:00.0,28,3,1.81,28.23,MEDIUM
01:00.0,28,44,2.73,20.84,LOW
01:00.0,3,44,0.91,7.88,HIGH
01:00.0,42,47,1.59,10.93,MEDIUM
01:00.1,12,23,1.62,12.02,MEDIUM
01:00.1,12,44,2.75,19.26,LOW
01:00.1,22,42,2.00,15.81,MEDIUM
01:00.1,22,47,2.24,8.42,LOW
01:00.1,25,45,1.29,27.41,MEDIUM
01:00.1,28,3,1.71,26.69,MEDIUM
01:00.1,28,44,2.71,20.10,LOW
01:00.1,3,44,0.79,7.15,HIGH
01:00.1,42,47,1.50,10.29,MEDIUM
01:00.2,12,23,1.41,11.60,MEDIUM
01:00.2,12,44,2.50,18.78,LOW
01:00.2,22,42,2.16,15.13,LOW
01:00.2,22,47,1.92,8.18,MEDIUM
01:00.2,25,45,1.19,25.67,MEDIUM
01:00.2,28,3,1.63,25.17,MEDIUM
01:00.2,28,44,2.74,19.39,LOW
01:00.2,3,44,0.68,6.43,HIGH
01:00.2,42,47,1.50,9.68,MEDIUM
01:00.3,12,23,1.21,11.27,MEDIUM
01:00.3,12,44,2.26,18.35,LOW
01:00.3,22,42,2.38,14.54,LOW
01:00.3,22,47,1.53,7.96,MEDIUM
01:00.3,25,45,1.09,23.96,MEDIUM
01:00.3,28,3,1.53,23.65,MEDIUM
01:00.3,28,44,2.72,18.71,LOW
01:00.3,3,44,0.56,5.71,HIGH
01:00.3,42,47,1.49,9.09,MEDIUM
01:00.4,12,23,0.99,11.21,HIGH
01:00.4,12,44,2.00,18.18,LOW
01:00.4,22,42,2.69,14.04,LOW
01:00.4,22,47,1.13,7.76,MEDIUM
01:00.4,25,45,0.99,22.29,HIGH
01:00.4,27,48,1.29,29.04,MEDIUM
01:00.4,28,3,1.44,22.15,MEDIUM
01:00.4,28,44,2.73,18.04,LOW
01:00.4,3,44,0.45,5.02,HIGH
01:00.4,42,47,1.47,8.52,MEDIUM
01:00.5,12,23,0.72,11.20,HIGH
01:00.5,12,44,1.66,18.03,MEDIUM
01:00.5,22,47,0.86,7.57,HIGH
01:00.5,25,45,0.89,20.67,HIGH
01:00.5,27,48,1.16,28.12,MEDIUM
01:00.5,28,3,1.36,20.66,MEDIUM
01:00.5,28,44,2.79,17.42,LOW
01:00.5,3,44,0.34,4.38,HIGH
01:00.5,42,47,1.44,7.98,MEDIUM
01:00.6,12,23,0.43,11.28,HIGH
01:00.6,12,44,1.28,17.95,MEDIUM
01:00.6,22,47,0.78,7.27,HIGH
01:00.6,25,45,0.79,19.10,HIGH
01:00.6,27,48,1.05,27.25,MEDIUM
01:00.6,28,3,1.25,19.17,MEDIUM
01:00.6,28,44,2.77,16.81,LOW
01:00.6,3,44,0.23,3.82,HIGH
01:00.6,42,47,1.36,7.54,MEDIUM
01:00.7,12,23,0.06,11.60,HIGH
01:00.7,12,44,0.78,18.11,HIGH
01:00.7,22,47,0.72,6.96,HIGH
01:00.7,25,45,0.69,17.60,HIGH
01:00.7,27,48,0.94,26.48,HIGH
01:00.7,28,3,1.16,17.70,MEDIUM
01:00.7,28,44,2.81,16.24,LOW
01:00.7,3,44,0.13,3.41,HIGH
01:00.7,42,47,1.20,7.12,MEDIUM
01:00.8,12,44,0.34,18.30,HIGH
01:00.8,22,47,0.65,6.64,HIGH
01:00.8,25,45,0.59,16.20,HIGH
01:00.8,27,48,0.81,25.80,HIGH
01:00.8,28,3,1.08,16.24,MEDIUM
01:00.8,28,44,2.89,15.69,LOW
01:00.8,3,44,0.03,3.21,HIGH
01:00.8,42,47,1.02,6.72,MEDIUM
01:00.9,22,47,0.58,6.33,HIGH
01:00.9,25,45,0.49,14.91,HIGH
01:00.9,27,48,0.67,25.24,HIGH
01:00.9,28,3,0.98,14.81,HIGH
01:00.9,28,44,2.92,15.17,LOW
01:00.9,42,47,0.85,6.37,HIGH
01:01.0,22,47,0.51,6.03,HIGH
01:01.0,25,45,0.39,13.78,HIGH
01:01.0,27,48,0.53,24.80,HIGH
01:01.0,28,3,0.88,13.38,HIGH
01:01.0,28,44,2.92,14.67,LOW
01:01.0,42,47,0.65,6.17,HIGH
01:01.1,22,42,2.89,11.74,LOW
01:01.1,22,47,0.43,5.75,HIGH
01:01.1,25,45,0.29,12.83,HIGH
01:01.1,27,48,0.39,24.47,HIGH
01:01.1,28,3,0.79,11.97,HIGH
01:01.1,42,47,0.45,6.06,HIGH
01:01.2,22,42,2.79,11.85,LOW
01:01.2,22,47,0.37,5.48,HIGH
01:01.2,25,45,0.19,12.11,HIGH
01:01.2,27,48,0.25,24.25,HIGH
01:01.2,28,3,0.69,10.56,HIGH
01:01.2,42,47,0.25,6.37,HIGH
01:01.3,22,42,2.56,12.01,LOW
01:01.3,22,47,0.36,5.05,HIGH
01:01.3,25,45,0.09,11.67,HIGH
01:01.3,27,48,0.09,24.15,HIGH
01:01.3,28,3,0.59,9.18,HIGH
01:01.3,42,47,0.05,7.00,HIGH
01:01.4,22,42,2.23,12.27,LOW
01:01.4,22,47,0.34,4.62,HIGH
01:01.4,28,3,0.49,7.83,HIGH
01:01.5,22,42,1.70,12.60,MEDIUM
01:01.5,22,47,0.30,4.21,HIGH
01:01.5,28,3,0.39,6.53,HIGH
01:01.6,14,8,1.94,29.34,MEDIUM
01:01.6,22,42,1.04,12.94,MEDIUM
01:01.6,22,47,0.24,3.82,HIGH
01:01.6,28,3,0.29,5.31,HIGH
01:01.7,14,8,1.82,27.77,MEDIUM
01:01.7,19,24,2.46,16.08,LOW
01:01.7,22,42,0.23,13.28,HIGH
01:01.7,22,47,0.17,3.49,HIGH
01:01.7,28,3,0.19,4.24,HIGH
01:01.8,14,8,1.73,26.22,MEDIUM
01:01.8,19,24,1.75,15.94,MEDIUM
01:01.8,22,47,0.12,3.14,HIGH
01:01.8,28,3,0.09,3.47,HIGH
01:01.9,14,8,1.66,24.72,MEDIUM
01:01.9,16,48,1.33,28.72,MEDIUM
01:01.9,19,24,1.24,15.63,MEDIUM
01:01.9,22,47,0.08,2.73,HIGH
01:02.0,14,8,1.58,23.19,MEDIUM
01:02.0,16,48,1.22,26.56,MEDIUM
01:02.0,19,24,0.99,15.34,HIGH
01:02.0,22,47,0.02,2.43,HIGH
01:02.1,14,8,1.48,21.58,MEDIUM
01:02.1,16,48,1.10,24.39,MEDIUM
01:02.1,19,24,0.71,15.10,HIGH
01:02.2,14,8,1.38,20.01,MEDIUM
01:02.2,16,48,0.99,22.20,HIGH
01:02.2,19,24,0.58,14.88,HIGH
01:02.3,14,8,1.28,18.49,MEDIUM
01:02.3,16,48,0.89,20.00,HIGH
01:02.3,19,24,0.43,14.67,HIGH
01:02.4,14,8,1.17,16.87,MEDIUM
01:02.4,16,48,0.78,17.79,HIGH
01:02.4,19,24,0.26,14.37,HIGH
01:02.5,14,8,1.06,15.29,MEDIUM
01:02.5,16,48,0.67,15.56,HIGH
01:02.5,19,24,0.10,14.17,HIGH
01:02.6,14,8,0.96,13.76,HIGH
01:02.6,16,48,0.56,13.33,HIGH
01:02.6,19,24,0.15,13.98,HIGH
01:02.7,14,8,0.86,12.26,HIGH
01:02.7,16,48,0.46,11.10,HIGH
01:02.7,19,24,0.11,13.82,HIGH
01:02.8,14,8,0.76,10.80,HIGH
01:02.8,16,48,0.36,8.90,HIGH
01:02.8,19,24,0.07,13.70,HIGH
01:02.8,31,38,1.85,28.95,MEDIUM
01:02.9,14,8,0.66,9.40,HIGH
01:02.9,16,48,0.25,6.77,HIGH
01:02.9,19,24,0.03,13.61,HIGH
01:02.9,31,38,1.83,27.54,MEDIUM
01:03.0,14,8,0.56,8.05,HIGH
01:03.0,16,48,0.15,4.82,HIGH
01:03.0,31,38,1.82,26.19,MEDIUM
01:03.1,14,8,0.47,6.80,HIGH
01:03.1,16,48,0.05,3.42,HIGH
01:03.1,31,38,1.73,24.80,MEDIUM
01:03.2,14,8,0.37,5.64,HIGH
01:03.2,31,38,1.63,23.45,MEDIUM
01:03.3,14,8,0.27,4.61,HIGH
01:03.3,31,38,1.52,22.13,MEDIUM
01:03.4,14,8,0.17,3.78,HIGH
01:03.4,31,38,1.42,20.87,MEDIUM
01:03.5,12,41,1.14,28.22,MEDIUM
01:03.5,14,8,0.06,3.27,HIGH
01:03.5,16,27,1.44,28.36,MEDIUM
01:03.5,31,38,1.30,19.65,MEDIUM
01:03.6,12,41,1.03,25.74,MEDIUM
01:03.6,16,27,1.34,26.54,MEDIUM
01:03.6,31,38,1.19,18.39,MEDIUM
01:03.7,12,41,0.92,23.26,HIGH
01:03.7,16,27,1.23,24.60,MEDIUM
01:03.7,31,38,1.06,17.01,MEDIUM
01:03.8,12,41,0.82,20.77,HIGH
01:03.8,16,27,1.13,22.67,MEDIUM
01:03.8,31,38,0.94,15.69,HIGH
01:03.9,12,41,0.71,18.27,HIGH
01:03.9,16,27,1.03,20.75,MEDIUM
01:03.9,31,38,0.83,14.43,HIGH
01:04.0,12,41,0.61,15.77,HIGH
01:04.0,16,27,0.93,18.83,HIGH
01:04.0,31,38,0.73,13.09,HIGH
01:04.1,12,41,0.50,13.25,HIGH
01:04.1,16,27,0.83,16.92,HIGH
01:04.1,31,38,0.64,11.66,HIGH
01:04.2,12,41,0.40,10.76,HIGH
01:04.2,16,27,0.75,15.03,HIGH
01:04.2,31,38,0.55,10.29,HIGH
01:04.2,12,41,0.29,8.31,HIGH
01:04.2,16,27,0.66,13.17,HIGH
01:04.2,31,38,0.46,9.00,HIGH
01:04.4,12,41,0.19,5.97,HIGH
01:04.4,16,27,0.57,11.34,HIGH
01:04.4,31,38,0.39,7.63,HIGH
01:04.5,12,41,0.09,4.00,HIGH
01:04.5,16,27,0.48,9.56,HIGH
01:04.5,31,38,0.31,6.27,HIGH
01:04.6,16,27,0.39,7.85,HIGH
01:04.6,31,38,0.21,5.01,HIGH
01:04.7,16,27,0.29,6.23,HIGH
01:04.7,31,38,0.12,3.95,HIGH
01:04.7,16,27,0.20,4.78,HIGH
01:04.7,31,38,0.03,3.29,HIGH
01:04.9,16,27,0.10,3.66,HIGH
01:04.9,37,9,2.01,29.77,LOW
01:05.0,16,27,0.00,3.20,HIGH
01:05.0,37,9,2.02,28.61,LOW
01:05.1,37,9,2.05,27.52,LOW
01:05.2,37,9,2.06,26.42,LOW
01:05.2,37,9,2.08,25.33,LOW
01:05.4,3,33,0.77,29.62,HIGH
01:05.4,37,9,2.05,24.24,LOW
01:05.5,3,33,0.64,29.00,HIGH
01:05.5,37,9,2.04,23.16,LOW
01:05.6,3,33,0.50,28.51,HIGH
01:05.6,37,9,2.04,22.11,LOW
01:05.7,3,33,0.36,28.16,HIGH
01:05.7,37,9,1.99,21.07,MEDIUM
01:05.7,3,33,0.21,27.93,HIGH
01:05.7,37,9,1.97,20.06,MEDIUM
01:05.9,23,41,2.15,28.98,LOW
01:05.9,3,33,0.06,27.83,HIGH
01:05.9,37,9,1.91,19.07,MEDIUM
01:06.0,23,41,2.04,27.68,LOW
01:06.0,32,48,0.77,29.29,HIGH
01:06.0,37,9,1.85,18.09,MEDIUM
01:06.1,23,41,1.94,26.39,MEDIUM
01:06.1,32,48,0.66,28.45,HIGH
01:06.1,41,44,1.94,28.95,MEDIUM
01:06.2,23,41,1.84,25.09,MEDIUM
01:06.2,32,48,0.57,27.71,HIGH
01:06.2,41,44,1.84,27.77,MEDIUM
01:06.2,23,41,1.75,23.81,MEDIUM
01:06.2,32,48,0.47,27.07,HIGH
01:06.2,41,44,1.75,26.62,MEDIUM
01:06.4,23,41,1.65,22.53,MEDIUM
01:06.4,32,48,0.36,26.55,HIGH
01:06.4,41,44,1.65,25.48,MEDIUM
01:06.5,23,41,1.55,21.25,MEDIUM
01:06.5,28,41,1.56,29.15,MEDIUM
01:06.5,32,48,0.27,26.13,HIGH
01:06.5,41,44,1.55,24.36,MEDIUM
01:06.6,23,41,1.45,19.98,MEDIUM
01:06.6,28,41,1.45,28.23,MEDIUM
01:06.6,32,48,0.16,25.86,HIGH
01:06.6,41,44,1.45,23.26,MEDIUM
01:06.7,23,41,1.35,18.72,MEDIUM
01:06.7,28,41,1.35,27.35,MEDIUM
01:06.7,32,48,0.04,25.74,HIGH
01:06.7,41,44,1.35,22.18,MEDIUM
01:06.7,15,48,1.71,29.09,MEDIUM
01:06.7,23,41,1.25,17.46,MEDIUM
01:06.7,28,41,1.25,26.50,MEDIUM
01:06.7,41,44,1.25,21.13,MEDIUM
01:06.9,0,20,1.79,15.94,MEDIUM
01:06.9,15,48,1.64,27.42,MEDIUM
01:06.9,23,41,1.14,16.21,MEDIUM
01:06.9,28,41,1.15,25.69,MEDIUM
01:06.9,41,44,1.14,20.12,MEDIUM
01:07.0,0,20,1.33,15.61,MEDIUM
01:07.0,15,48,1.57,25.78,MEDIUM
01:07.0,23,41,1.04,14.98,MEDIUM
01:07.0,28,41,1.05,24.93,MEDIUM
01:07.0,41,44,1.04,19.13,MEDIUM
01:07.1,0,20,1.06,15.26,MEDIUM
01:07.1,14,24,1.41,29.86,MEDIUM
01:07.1,15,48,1.49,24.16,MEDIUM
01:07.1,23,41,0.94,13.76,CRITICAL
01:07.1,28,41,0.94,24.21,CRITICAL
01:07.1,41,44,0.94,18.19,CRITICAL
01:07.2,0,20,0.85,14.73,HIGH
01:07.2,14,24,1.30,27.75,MEDIUM
01:07.2,15,48,1.42,22.58,MEDIUM
01:07.2,23,41,0.85,12.56,CRITICAL
01:07.2,28,41,0.85,23.55,CRITICAL
01:07.2,41,44,0.85,17.31,CRITICAL
01:07.2,0,20,0.71,14.23,HIGH
01:07.2,14,24,1.19,25.63,MEDIUM
01:07.2,15,48,1.34,21.04,MEDIUM
01:07.2,23,41,0.75,11.40,CRITICAL
01:07.2,28,41,0.75,22.95,CRITICAL
01:07.2,41,44,0.75,16.49,CRITICAL
01:07.4,0,20,0.59,13.78,HIGH
01:07.4,12,40,0.94,27.27,HIGH
01:07.4,14,24,1.08,23.51,MEDIUM
01:07.4,15,48,1.25,19.52,MEDIUM
01:07.4,23,41,0.64,10.27,CRITICAL
01:07.4,28,41,0.65,22.41,CRITICAL
01:07.4,41,44,0.64,15.73,CRITICAL
01:07.5,0,20,0.44,13.39,HIGH
01:07.5,12,40,0.84,24.42,HIGH
01:07.5,14,24,0.97,21.36,HIGH
01:07.5,15,48,1.17,18.04,MEDIUM
01:07.5,23,41,0.55,9.20,CRITICAL
01:07.5,28,41,0.55,21.94,CRITICAL
01:07.5,41,44,0.55,15.05,CRITICAL
01:07.6,0,20,0.29,13.06,HIGH
01:07.6,12,40,0.74,21.58,HIGH
01:07.6,14,24,0.86,19.19,HIGH
01:07.6,15,48,1.08,16.60,MEDIUM
01:07.6,23,41,0.45,8.20,CRITICAL
01:07.6,28,41,0.45,21.54,CRITICAL
01:07.6,41,44,0.45,14.46,CRITICAL
01:07.7,0,20,0.15,12.85,HIGH
01:07.7,12,40,0.65,18.75,HIGH
01:07.7,14,24,0.75,17.01,HIGH
01:07.7,15,48,0.99,15.19,HIGH
01:07.7,23,41,0.35,7.31,CRITICAL
01:07.7,28,41,0.35,21.22,CRITICAL
01:07.7,41,44,0.35,13.97,CRITICAL
01:07.7,0,20,0.02,12.75,HIGH
01:07.7,12,40,0.54,15.93,HIGH
01:07.7,14,24,0.65,14.82,HIGH
01:07.7,15,48,0.90,13.84,HIGH
01:07.7,23,41,0.25,6.57,CRITICAL
01:07.7,28,41,0.25,20.97,CRITICAL
01:07.7,41,44,0.25,13.60,CRITICAL
01:07.9,12,40,0.44,13.12,HIGH
01:07.9,14,24,0.54,12.64,HIGH
01:07.9,23,41,0.15,6.02,CRITICAL
01:07.9,28,41,0.15,20.80,CRITICAL
01:07.9,41,44,0.15,13.34,CRITICAL
01:08.0,12,40,0.34,10.35,HIGH
01:08.0,14,19,1.25,28.30,MEDIUM
01:08.0,14,24,0.44,10.45,HIGH
01:08.0,23,41,0.05,5.73,CRITICAL
01:08.0,23,47,2.27,29.61,LOW
01:08.0,28,41,0.05,20.72,CRITICAL
01:08.0,41,44,0.05,13.22,CRITICAL
01:08.0,41,47,1.12,29.02,MEDIUM
01:08.1,12,40,0.24,7.67,HIGH
01:08.1,14,19,1.14,26.05,MEDIUM
01:08.1,14,24,0.33,8.29,HIGH
01:08.1,23,47,2.16,28.42,LOW
01:08.1,41,47,1.02,26.47,MEDIUM
01:08.2,12,40,0.14,5.20,HIGH
01:08.2,14,19,1.03,23.78,MEDIUM
01:08.2,14,24,0.23,6.21,HIGH
01:08.2,23,47,2.06,27.24,LOW
01:08.2,41,47,0.92,23.92,HIGH
01:08.2,12,40,0.04,3.43,HIGH
01:08.2,14,19,0.92,21.48,HIGH
01:08.2,14,24,0.13,4.37,HIGH
01:08.2,23,47,1.97,26.06,MEDIUM
01:08.2,41,47,0.82,21.38,HIGH
01:08.2,44,47,1.97,29.48,MEDIUM
01:08.4,14,19,0.81,19.17,HIGH
01:08.4,14,24,0.03,3.26,HIGH
01:08.4,23,47,1.87,24.90,MEDIUM
01:08.4,26,46,1.16,29.61,MEDIUM
01:08.4,41,47,0.73,18.85,HIGH
01:08.4,44,47,1.87,28.46,MEDIUM
01:08.5,14,19,0.70,16.84,HIGH
01:08.5,23,47,1.77,23.75,MEDIUM
01:08.5,26,46,1.05,27.08,MEDIUM
01:08.5,41,47,0.62,16.33,HIGH
01:08.5,44,47,1.77,27.45,MEDIUM
01:08.6,14,19,0.59,14.51,HIGH
01:08.6,20,33,1.19,29.74,MEDIUM
01:08.6,23,47,1.67,22.60,MEDIUM
01:08.6,26,46,0.95,24.54,HIGH
01:08.6,41,47,0.52,13.83,HIGH
01:08.6,44,47,1.67,26.47,MEDIUM
01:08.7,14,19,0.49,12.18,HIGH
01:08.7,20,33,1.08,27.25,MEDIUM
01:08.7,23,47,1.56,21.45,MEDIUM
01:08.7,26,46,0.84,21.98,HIGH
01:08.7,41,47,0.42,11.34,HIGH
01:08.7,44,47,1.56,25.50,MEDIUM
01:08.7,14,19,0.38,9.86,HIGH
01:08.7,20,33,0.97,24.75,HIGH
01:08.7,23,47,1.46,20.33,MEDIUM
01:08.7,26,46,0.73,19.41,HIGH
01:08.7,41,47,0.32,8.91,HIGH
01:08.7,44,47,1.46,24.56,MEDIUM
01:08.9,14,19,0.28,7.59,HIGH
01:08.9,20,33,0.86,22.23,HIGH
01:08.9,23,47,1.37,19.22,MEDIUM
01:08.9,26,46,0.63,16.83,HIGH
01:08.9,28,47,1.37,29.35,MEDIUM
01:08.9,41,47,0.22,6.58,HIGH
01:08.9,44,47,1.37,23.65,MEDIUM
01:09.0,14,19,0.18,5.44,HIGH
01:09.0,20,33,0.76,19.70,HIGH
01:09.0,23,47,1.27,18.12,MEDIUM
01:09.0,26,46,0.53,14.25,HIGH
01:09.0,28,47,1.27,28.65,MEDIUM
01:09.0,41,47,0.12,4.51,HIGH
01:09.0,44,47,1.27,22.76,MEDIUM
01:09.1,14,19,0.08,3.73,HIGH
01:09.1,20,33,0.65,17.15,HIGH
01:09.1,23,47,1.17,17.05,MEDIUM
01:09.1,26,46,0.42,11.68,HIGH
01:09.1,28,47,1.17,27.98,MEDIUM
01:09.1,41,47,0.02,3.26,HIGH
01:09.1,44,47,1.17,21.92,MEDIUM
01:09.2,20,33,0.55,14.61,HIGH
01:09.2,23,47,1.07,16.01,MEDIUM
01:09.2,26,46,0.32,9.17,HIGH
01:09.2,28,47,1.07,27.36,MEDIUM
01:09.2,44,47,1.07,21.12,MEDIUM
01:09.2,20,33,0.44,12.07,HIGH
01:09.2,23,47,0.97,14.99,CRITICAL
01:09.2,26,46,0.22,6.75,HIGH
01:09.2,28,47,0.97,26.78,CRITICAL
01:09.2,44,47,0.97,20.36,CRITICAL
01:09.4,20,33,0.34,9.55,HIGH
01:09.4,23,47,0.87,14.01,CRITICAL
01:09.4,26,46,0.12,4.59,HIGH
01:09.4,28,47,0.87,26.24,CRITICAL
01:09.4,44,47,0.87,19.65,CRITICAL
01:09.5,20,33,0.24,7.09,HIGH
01:09.5,23,47,0.77,13.08,CRITICAL
01:09.5,26,46,0.02,3.26,HIGH
01:09.5,28,47,0.77,25.75,CRITICAL
01:09.5,44,47,0.77,19.00,CRITICAL
01:09.6,0,33,1.70,29.03,MEDIUM
01:09.6,20,33,0.13,4.84,HIGH
01:09.6,22,41,1.06,27.98,MEDIUM
01:09.6,23,47,0.67,12.19,CRITICAL
01:09.6,28,47,0.67,25.32,CRITICAL
01:09.6,44,47,0.67,18.40,CRITICAL
01:09.7,0,33,1.60,27.49,MEDIUM
01:09.7,20,33,0.03,3.33,HIGH
01:09.7,22,41,0.94,25.34,HIGH
01:09.7,23,47,0.57,11.37,CRITICAL
01:09.7,28,47,0.57,24.93,CRITICAL
01:09.7,44,47,0.57,17.87,CRITICAL
01:09.7,0,33,1.50,25.95,MEDIUM
01:09.7,22,41,0.84,22.69,HIGH
01:09.7,23,47,0.47,10.64,CRITICAL
01:09.7,28,47,0.47,24.61,CRITICAL
01:09.7,44,47,0.47,17.41,CRITICAL
01:09.9,0,33,1.41,24.44,MEDIUM
01:09.9,22,41,0.74,20.05,HIGH
01:09.9,23,47,0.37,10.01,CRITICAL
01:09.9,28,47,0.37,24.34,CRITICAL
01:09.9,44,47,0.37,17.03,CRITICAL
01:10.0,0,33,1.31,22.94,MEDIUM
01:10.0,22,41,0.64,17.41,HIGH
01:10.0,23,47,0.27,9.51,CRITICAL
01:10.0,28,47,0.27,24.14,CRITICAL
01:10.0,44,47,0.27,16.74,CRITICAL
01:10.1,0,33,1.20,21.45,MEDIUM
01:10.1,22,41,0.54,14.79,HIGH
01:10.1,23,47,0.17,9.15,CRITICAL
01:10.1,28,47,0.17,24.00,CRITICAL
01:10.1,44,47,0.17,16.54,CRITICAL
01:10.2,0,33,1.11,19.99,MEDIUM
01:10.2,22,41,0.44,12.19,HIGH
01:10.2,23,47,0.07,8.94,CRITICAL
01:10.2,28,47,0.07,23.92,CRITICAL
01:10.2,44,47,0.07,16.42,CRITICAL
01:10.2,0,33,1.00,18.55,MEDIUM
01:10.2,22,41,0.34,9.64,HIGH
01:10.4,0,33,0.90,17.15,CRITICAL
01:10.4,22,41,0.24,7.17,HIGH
01:10.5,0,33,0.80,15.79,CRITICAL
01:10.5,22,41,0.14,4.92,HIGH
01:10.5,45,9,1.39,29.32,MEDIUM
01:10.6,0,33,0.70,14.48,CRITICAL
01:10.6,22,41,0.04,3.37,HIGH
01:10.6,32,49,1.63,28.96,MEDIUM
01:10.6,45,9,1.28,27.21,MEDIUM
01:10.7,0,33,0.60,13.23,CRITICAL
01:10.7,32,49,1.50,27.21,MEDIUM
01:10.7,45,9,1.16,25.09,MEDIUM
01:10.7,0,33,0.50,12.08,CRITICAL
01:10.7,32,49,1.37,25.46,MEDIUM
01:10.7,45,9,1.05,22.95,MEDIUM
01:10.9,0,33,0.40,11.05,CRITICAL
01:10.9,32,49,1.25,23.72,MEDIUM
01:10.9,45,9,0.94,20.79,HIGH
